,Al. USA - południe,Al. USA - północ,Banacha,Bazyliańska,Belwederska,Dworzec Wilenski (al. Solidarności),Dworzec Wileński Nowy( Targowa),Marszałkowska,Most Gdanski - ścieżka rowerowa,Most Gdański - ciąg pieszo-rowerowy,NSR - Solec - ciąg pieszo-rowerowy,NSR-Solec - ścieżka rowerowa,Rowery (Praska ścieżka rekreacyjna),Wybrzeże Helskie,Wysockiego,"Świętokrzyska - Emilii Plater, płd","Świętokrzyska - Emilii Plater, płn",Żwirki i Wigury/Trojdena1,Żwirki i Wigury/Trojdena2,temp,dayname
2014-08-01,,,,,,,,,,,,,,,,,,,,19.9,Friday
2014-08-02,,,,,,,,,,,,,,,,,,,,19.2,Saturday
2014-08-03,,,,,,,,,,,,,,,,,,,,18.5,Sunday
2014-08-04,,,,,,,,,,,,,,,,,,,,19.9,Monday
2014-08-05,,,,,,,,,,,,,,,,,,,,17.4,Tuesday
2014-08-06,,,,,,,,,,,,,,,,,,,,16.9,Wednesday
2014-08-07,,,,,,,,,,,,,,,,,,,,17.5,Thursday
2014-08-08,,,,,,,,,,,,,,,,,,,,17.3,Friday
2014-08-09,,,,,,,,,,,,,,,,,,,,15.2,Saturday
2014-08-10,,,,,,,,,,,,,,,,,,,,17.3,Sunday
2014-08-11,,,,,,,,,,,,,,,,,,,,18.8,Monday
2014-08-12,,,,,,,,,,,,,,,,,,,,17.4,Tuesday
2014-08-13,,,,,,,,,102.0,0.0,6.0,60.0,,,,,,,,13.0,Wednesday
2014-08-14,,,,,,,,,576.0,0.0,114.0,81.0,,,,,,,,17.6,Thursday
2014-08-15,,,,,,,,,2585.0,0.0,861.0,553.0,,,,,,,,13.3,Friday
2014-08-16,,,,,,,,,484.0,0.0,134.0,80.0,,,,,,,,13.1,Saturday
2014-08-17,,,,,,,,,1138.0,0.0,273.0,120.0,,,,,,,,12.4,Sunday
2014-08-18,,,,,,,,,971.0,0.0,172.0,126.0,,,,,,,,13.4,Monday
2014-08-19,,,,,,,,,1248.0,0.0,224.0,129.0,,,,,,,,11.9,Tuesday
2014-08-20,,,,,,,,,1334.0,0.0,262.0,173.0,,,,,,,,11.6,Wednesday
2014-08-21,,,,,,,,,731.0,0.0,100.0,78.0,,,,,,,,9.1,Thursday
2014-08-22,,,,,,,,,1130.0,0.0,207.0,249.0,,,,,,,,6.5,Friday
2014-08-23,,,,,,,,,2039.0,0.0,447.0,600.0,,,,,,,,11.3,Saturday
2014-08-24,,,,,,,,,136.0,0.0,31.0,48.0,,,,,,,,12.2,Sunday
2014-08-25,,,,,,,,,983.0,0.0,135.0,292.0,,,,,,,,9.0,Monday
2014-08-26,,,,,,,,,192.0,0.0,16.0,98.0,,,,,,,,9.9,Tuesday
2014-08-27,,,,,,,,,604.0,0.0,37.0,247.0,,,,,,,,6.5,Wednesday
2014-08-28,,,,,,,,,618.0,0.0,90.0,262.0,,,,,,,,9.8,Thursday
2014-08-29,,,,,,,,,1267.0,0.0,193.0,460.0,,,,,,,,8.8,Friday
2014-08-30,,,,,,,,,1583.0,0.0,411.0,500.0,,,,,,,,14.4,Saturday
2014-08-31,,,,,,,,,2124.0,0.0,551.0,637.0,,,,,,,,14.3,Sunday
2014-09-01,,,,,,,,,648.0,0.0,37.0,228.0,,,,,,,,13.4,Monday
2014-09-02,,,,,,,,,959.0,0.0,89.0,284.0,,,,,,,,12.8,Tuesday
2014-09-03,,,,,,,,,1181.0,0.0,154.0,436.0,,,,,,,,11.1,Wednesday
2014-09-04,,,,,,,,,1278.0,0.0,210.0,455.0,,,,,,,,9.9,Thursday
2014-09-05,,,,,,,,,1158.0,0.0,166.0,478.0,,,,,,,,9.0,Friday
2014-09-06,,,,,,,,,2357.0,0.0,618.0,692.0,,,,,,,,9.6,Saturday
2014-09-07,,,,,,,,,2616.0,0.0,867.0,842.0,,,,,,,,10.8,Sunday
2014-09-08,,,,,,,,,1013.0,0.0,100.0,368.0,,,,,,,,12.7,Monday
2014-09-09,,,,,,,,,828.0,0.0,69.0,285.0,,,,,,,,13.5,Tuesday
2014-09-10,,,,,,,,,1008.0,0.0,1619.0,363.0,,,,,,,,9.3,Wednesday
2014-09-11,,,,,,,,,477.0,0.0,61.0,234.0,,,,,,,,11.3,Thursday
2014-09-12,,,,,,,,,1276.0,0.0,191.0,459.0,,,,,,,,15.4,Friday
2014-09-13,,,,,,,,,2531.0,0.0,1075.0,1410.0,,,,,,,,14.3,Saturday
2014-09-14,,,,,,,,,3122.0,0.0,933.0,1263.0,,,,,,,,16.4,Sunday
2014-09-15,,,,,,,,,1102.0,108.0,154.0,454.0,,,,,,,,13.9,Monday
2014-09-16,,,,,,,,,498.0,579.0,123.0,484.0,,,,,,,,9.5,Tuesday
2014-09-17,,,,,,,,,339.0,776.0,126.0,442.0,,,,,,,,8.8,Wednesday
2014-09-18,,,,,,,,,267.0,822.0,141.0,418.0,,,,,,,,8.8,Thursday
2014-09-19,,,,,,,,,450.0,579.0,127.0,370.0,,,,,,,,9.9,Friday
2014-09-20,,,,,,,,,851.0,605.0,298.0,463.0,,,,,,,,13.5,Saturday
2014-09-21,,,,,,,,,474.0,378.0,153.0,255.0,,,,,,,,11.3,Sunday
2014-09-22,,,,,,,,,277.0,145.0,34.0,177.0,,,,,,,,11.8,Monday
2014-09-23,,,,,,,,,217.0,76.0,20.0,135.0,,,,,,,,8.0,Tuesday
2014-09-24,,,,,,,,,548.0,193.0,76.0,264.0,,,,,,,,2.8,Wednesday
2014-09-25,,,,,,,,,398.0,144.0,53.0,237.0,,,,,,,,6.0,Thursday
2014-09-26,,,,,,,,,506.0,112.0,74.0,249.0,,,,,,,,8.3,Friday
2014-09-27,,,,,,,,,930.0,361.0,215.0,352.0,,,,,,,,8.5,Saturday
2014-09-28,,,,,,,,,1603.0,688.0,438.0,659.0,,,,,,,,5.0,Sunday
2014-09-29,,,,,,,,,662.0,198.0,93.0,365.0,,,,,,,,5.1,Monday
2014-09-30,,,,,,,,,683.0,166.0,68.0,365.0,,,,,,,,9.8,Tuesday
2014-10-01,,,,,,,,,455.0,88.0,51.0,287.0,,,,,,,,11.7,Wednesday
2014-10-02,,,,,,,,,685.0,268.0,102.0,449.0,,,,,,,,8.3,Thursday
2014-10-03,,,,,,,,,662.0,193.0,105.0,410.0,,,,,,,,4.7,Friday
2014-10-04,,,,,,,,,1317.0,417.0,350.0,561.0,,,,,,,,3.5,Saturday
2014-10-05,,,,,,,,,1303.0,482.0,384.0,632.0,,,,,,,,2.5,Sunday
2014-10-06,,,,,,,,,591.0,126.0,93.0,346.0,,,,,,,,3.1,Monday
2014-10-07,,,,,,,,,594.0,114.0,80.0,399.0,,,,,,,,6.7,Tuesday
2014-10-08,,,,,,,,,552.0,97.0,80.0,380.0,,,,,,,,9.1,Wednesday
2014-10-09,,,,,,,,,882.0,255.0,185.0,470.0,,,,,,,,9.6,Thursday
2014-10-10,,,,,,,,,984.0,295.0,168.0,530.0,,,,,,,,11.5,Friday
2014-10-11,,,,,,,,,1628.0,771.0,493.0,860.0,,,,,,,,8.2,Saturday
2014-10-12,,,,,,,,,825.0,260.0,205.0,403.0,,,,,,,,10.0,Sunday
2014-10-13,,,,,,,,,826.0,184.0,123.0,504.0,,,,,,,,6.3,Monday
2014-10-14,,,,,,,,,542.0,116.0,50.0,390.0,,,,,,,,12.9,Tuesday
2014-10-15,,,,,,,,,663.0,136.0,90.0,419.0,,,,,,,,11.0,Wednesday
2014-10-16,,,,,,,,,431.0,61.0,38.0,312.0,,,,,,,,8.5,Thursday
2014-10-17,,,,,,,,,320.0,34.0,23.0,224.0,,,,,,,,8.5,Friday
